Region_ID,State,Mountain_Range,Nearby_River,Wildlife_Sanctuary,Restriction_Type,Dominant_Trees,Key_Animals,Minerals_Present,Elevation_m,Slope_deg,NDVI,Forest_Cover_Percent,Distance_to_River_km,Protected_Area,Existing_Mining,Mining_Allowed,Deforestation_Risk,Water_Pollution_Risk,Air_Pollution_Risk,Annual_Rainfall_mm,Seasonal_Rainfall_Variability,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Seismic_Zone,Population_Density_per_km2,Land_Use_Type,Mining_Employment_Dependency_%,Past_Mining_Accidents,Previous_Hazard_Report,Distance_to_Road_km,Distance_to_Rail_km,Distance_to_Town_km,Road_Connectivity,Rail_Connectivity
R2297,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",509,19,0.52,59,5.5,1,0,No,Low,Low,Low,2203,0.4,35,38,31,II,1356,Mixed,12,0,Low,18.9,52.8,115.5,Moderate,Low
R2298,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",769,21,0.84,67,4.9,1,1,No,Very High,Low,Medium,1811,0.7,33,40,25,III,1237,Forest,38,4,High,9.3,48.7,84,Moderate,None
R2299,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",743,4,0.79,35,0.3,1,0,Yes,Low,High,Medium,818,0.56,33,41,27,III,166,Agriculture,5,0,High,9,20.9,103,Excellent,Low
R2300,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",785,6,0.85,26,1.4,1,1,Yes,Very High,Low,High,3353,0.54,20,29,13,III,881,Forest,46,0,High,1.2,27.4,93.8,Poor,Low
R2301,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",297,10,0.56,44,4.2,1,0,Yes,Medium,Medium,Low,2736,0.67,17,25,11,III,1116,Forest,15,0,High,4.7,41.6,88.3,Good,Medium
R2302,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",142,25,0.84,46,0.6,1,1,Yes,High,Medium,Medium,1683,1.17,24,29,18,IV,995,Forest,30,2,Medium,11.5,35.1,125.1,Moderate,Medium
R2303,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",290,8,0.69,81,3.5,1,1,Yes,High,Low,Low,3279,1.05,29,35,24,IV,92,Urban,35,1,High,10.3,24.5,85.1,Moderate,Low
R2304,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",788,17,0.71,30,2.8,1,0,Yes,High,Medium,Medium,347,0.25,15,18,9,III,957,Agriculture,25,1,High,13,50.2,133.3,Excellent,None
R2305,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",696,4,0.26,52,5.4,1,0,Yes,Medium,Medium,High,2552,0.46,32,37,25,II,903,Forest,9,3,Low,6.7,38.2,106.9,Good,Low
R2306,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",743,9,0.84,72,2.6,1,0,Yes,Medium,Low,High,920,1.44,34,37,31,II,67,Agriculture,9,2,Low,3.4,43.5,124,Poor,Low
R2307,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",768,26,0.84,80,5.6,1,1,No,Medium,Medium,Medium,3113,1.36,17,27,9,III,1229,Urban,32,0,High,11.7,34.9,58.7,Good,Medium
R2308,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",137,27,0.6,37,5,1,1,Yes,Very High,Low,Medium,1670,0.31,22,27,16,IV,724,Agriculture,64,0,Medium,5.6,1.8,52.6,Good,None
R2309,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",378,17,0.56,81,3.7,1,0,No,Low,Medium,High,3376,0.57,18,28,11,II,718,Forest,17,0,Medium,0.4,12,47.3,Poor,None
R2310,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",407,9,0.26,24,1.8,1,0,Yes,Medium,Medium,Low,1281,0.52,31,37,28,II,455,Agriculture,18,3,Medium,2,46.3,37.6,Moderate,None
R2311,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",884,18,0.74,61,2.7,1,0,No,High,High,Low,1936,0.67,29,37,25,III,882,Forest,20,1,Low,4.3,21.6,71.1,Moderate,Medium
R2312,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",230,15,0.86,38,3.1,1,0,Yes,Low,Low,Low,936,0.68,20,26,16,IV,941,Agriculture,22,0,Low,19.7,15.1,144.8,Good,Medium
R2313,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",450,23,0.28,74,1.3,1,1,No,High,Low,Low,1044,1.46,32,38,26,II,870,Forest,69,0,High,11.2,46.7,71.3,Poor,Low
R2314,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",270,5,0.44,81,0.2,1,1,Yes,Low,Medium,High,3358,0.94,16,23,9,III,54,Forest,56,0,Medium,3.6,28.1,32.1,Good,None
R2315,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",486,12,0.25,82,3.6,1,0,Yes,Very High,High,High,457,1.26,21,31,13,II,645,Agriculture,22,0,High,12.9,33.6,12.5,Moderate,None
R2316,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",863,28,0.3,37,4.1,1,1,Yes,Medium,High,Medium,3107,1.47,19,29,14,III,472,Agriculture,36,1,Very High,8.1,53.1,88.8,Moderate,Low
R2317,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",778,17,0.72,26,3.9,1,0,Yes,Medium,High,Medium,2799,1.47,34,39,30,II,823,Forest,12,1,Very High,7.8,44.7,109.6,Poor,Low
R2318,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",797,29,0.63,71,6.3,1,0,No,Medium,Medium,Medium,1458,0.32,29,33,22,IV,502,Forest,13,1,Medium,11.3,17.7,7.2,Good,None
R2319,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",747,13,0.77,15,3.2,1,1,Yes,Medium,Low,High,2066,0.66,26,35,18,IV,419,Mixed,40,0,Very High,8.3,3,4.7,Poor,High
R2320,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",737,30,0.26,52,2,1,1,No,High,High,High,2490,1.1,16,20,13,II,716,Mixed,65,2,Low,9,2.7,147,Moderate,Low
R2321,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",418,22,0.87,73,1.8,1,1,No,High,Medium,Low,3072,1.3,28,35,24,II,567,Forest,38,0,Medium,1.4,32.4,36,Moderate,Low
R2322,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",439,23,0.59,80,3.6,1,0,No,Very High,High,Medium,1176,0.75,23,32,16,III,1293,Mixed,14,0,Low,1.3,26.7,80.5,Excellent,None
R2323,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",503,14,0.31,54,1,1,1,Yes,Low,Low,Medium,1893,0.86,22,31,17,IV,1368,Forest,51,1,Medium,4.8,46.7,142.3,Excellent,Low
R2324,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",472,15,0.43,19,4.8,1,1,Yes,Medium,Medium,High,2147,1.08,25,29,21,II,549,Forest,69,0,Low,9.9,53.4,129.7,Moderate,High
R2325,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",316,21,0.82,45,0.3,1,1,Yes,High,Medium,High,3009,1.39,25,34,18,IV,859,Forest,33,1,High,9.2,29.3,148.7,Good,High
R2326,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",637,9,0.55,38,4.9,1,1,Yes,Very High,Low,High,381,0.47,28,36,23,IV,1101,Forest,64,1,Medium,5.4,51.1,100.5,Moderate,Low
R2327,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",544,10,0.67,19,4.6,1,1,Yes,Very High,Low,High,2924,0.97,15,25,8,III,738,Agriculture,41,0,Low,7.3,24.9,122.6,Moderate,Medium
R2328,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",167,8,0.65,28,3.8,1,0,Yes,Very High,High,High,1787,1.03,27,33,20,III,685,Urban,23,0,Medium,7,41.7,139.3,Poor,None
R2329,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",862,4,0.36,72,2.2,1,1,Yes,Medium,High,Medium,793,0.53,20,27,16,III,763,Forest,32,5,Low,5.4,20,36.3,Good,High
R2330,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",813,20,0.65,44,2.6,1,0,Yes,High,High,High,570,0.36,29,34,22,IV,1314,Forest,23,2,Low,2.4,11.1,137.8,Moderate,Medium
R2331,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",436,30,0.74,57,0.7,1,0,No,High,Low,High,2300,0.62,31,37,23,II,1157,Forest,14,0,Low,9.3,19,52.2,Good,None
R2332,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",705,24,0.35,37,5.7,1,1,Yes,Very High,Low,High,3132,1.2,20,28,17,II,802,Mixed,35,1,High,0.3,56,137.2,Moderate,Low
R2333,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",231,6,0.74,32,5.9,1,1,Yes,Low,High,High,2733,0.26,18,27,13,IV,315,Urban,32,0,Low,10.7,15.8,4.3,Poor,None
R2334,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",515,19,0.54,70,4,1,0,No,Very High,Medium,Medium,1375,1.07,35,38,29,III,1211,Agriculture,19,0,High,5.3,57.7,23.3,Excellent,High
R2335,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",337,19,0.32,60,3.5,1,1,No,Low,Medium,Medium,1111,1.25,29,35,24,III,940,Mixed,67,3,Medium,8.8,3,25.1,Good,None
R2336,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",429,10,0.64,49,6.1,1,0,Yes,Very High,Medium,Medium,1010,1.2,23,26,20,III,771,Agriculture,20,0,Medium,14.2,19,109.8,Moderate,None
R2337,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",581,28,0.4,38,2.6,1,1,Yes,Low,Medium,Medium,672,0.21,27,33,24,IV,499,Forest,49,1,High,17.8,36.5,36.5,Good,Low
R2338,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",580,21,0.27,70,4.3,1,1,No,High,Low,Medium,1445,0.23,22,28,18,V,1496,Agriculture,46,2,High,14,13.6,107.2,Poor,None
R2339,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",346,13,0.36,37,2.6,1,1,Yes,Low,Medium,Medium,1819,0.47,24,30,21,III,774,Forest,50,3,Medium,5.2,33.3,144.4,Good,Medium
R2340,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",242,17,0.82,58,1.2,1,0,No,High,Low,Low,1149,1.38,34,40,29,IV,1139,Agriculture,8,0,Very High,11.9,54.4,140.3,Excellent,Low
R2341,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",616,18,0.41,19,4.5,1,1,Yes,Very High,Low,Medium,3295,0.59,35,43,32,III,803,Mixed,55,1,Very High,19.4,1.6,126.8,Poor,High
R2342,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",313,9,0.5,34,5.3,1,1,Yes,High,High,Low,2495,1.48,20,30,16,V,577,Agriculture,40,2,Low,2.5,19,143.1,Poor,Low
R2343,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",390,17,0.47,66,6.1,1,1,No,High,Medium,Medium,1358,0.78,32,42,24,III,415,Forest,54,5,Low,17.1,59.4,32.1,Moderate,Low
R2344,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",409,18,0.66,85,4.9,1,0,No,High,High,High,748,0.99,33,42,30,III,535,Agriculture,14,0,Medium,6.9,27.7,32.2,Good,Low
R2345,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",702,23,0.66,71,6,1,0,No,Low,High,Low,1531,0.4,27,31,21,V,170,Agriculture,13,0,Low,4.7,13.6,136.9,Poor,None
R2346,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",571,10,0.54,44,5.1,1,0,Yes,High,Low,Low,1857,1.2,20,23,12,V,849,Agriculture,23,1,Medium,10.7,34.8,149.5,Moderate,Medium
R2347,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",615,7,0.29,69,0.5,1,0,Yes,Medium,High,Medium,1738,0.51,30,37,25,II,1474,Forest,13,0,Medium,4.7,48.7,79.7,Poor,Low
R2348,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",802,17,0.67,40,2.7,1,1,Yes,High,High,Medium,3106,1.01,22,26,14,IV,846,Agriculture,64,0,Medium,9.4,14,148.3,Excellent,Low
R2349,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",401,19,0.87,47,1,1,0,Yes,Very High,Low,Low,2202,0.42,35,39,31,II,757,Mixed,19,0,High,0.5,31.1,19.9,Good,Low
R2350,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",802,12,0.4,27,0.6,1,1,Yes,Very High,Medium,Low,575,1.04,22,28,15,II,503,Mixed,69,1,Low,14.4,59.8,8.9,Moderate,Medium
R2351,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",289,30,0.55,37,0.2,1,0,Yes,Medium,High,High,560,0.35,30,37,23,V,864,Agriculture,6,0,Medium,19.4,39.1,6.7,Excellent,None
R2352,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",879,30,0.31,45,5.9,1,1,Yes,High,Medium,Medium,607,1.32,32,37,25,II,912,Agriculture,67,2,Low,0.4,52.3,25.8,Good,Low
R2353,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",584,9,0.33,44,3.3,1,1,Yes,Very High,Low,Medium,2105,0.85,21,30,14,IV,602,Forest,36,2,Low,16.4,37.9,119.5,Moderate,Medium
R2354,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",236,21,0.57,56,3.3,1,0,No,Low,High,High,2966,0.24,35,41,30,III,620,Agriculture,20,1,Medium,8.1,45.4,39.8,Moderate,Low
R2355,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",231,15,0.81,54,5.8,1,1,Yes,Very High,Low,Medium,2769,0.88,35,43,27,II,401,Agriculture,41,1,Medium,18.6,29.8,14.8,Moderate,Low
R2356,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",532,24,0.46,76,4.7,1,0,No,Low,Low,Medium,1970,1.17,34,43,30,II,195,Forest,15,1,Medium,1.5,19.8,106,Moderate,Medium
R2357,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",138,23,0.8,50,3.2,1,1,Yes,Low,Low,Medium,1888,0.76,17,20,12,III,90,Agriculture,33,0,Low,19,42.2,83.6,Good,Low
R2358,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",639,4,0.47,70,1.2,1,1,Yes,Medium,Low,Medium,2372,1.22,24,32,20,III,382,Urban,44,0,High,2.7,12.4,34.3,Good,Low
R2359,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",360,22,0.77,31,2.2,1,1,Yes,Low,Low,Medium,3436,0.92,22,28,15,IV,405,Agriculture,32,0,Very High,11.9,23.8,8.8,Moderate,Low
R2360,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",750,7,0.38,40,5.4,1,1,Yes,Very High,Low,High,2457,0.85,21,25,14,IV,1019,Mixed,30,2,Medium,7.4,23.6,90.3,Moderate,Low
R2361,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",866,7,0.68,49,5.6,1,0,Yes,Medium,Medium,Low,2690,0.95,31,40,25,IV,226,Forest,18,1,High,5.4,30.7,105.3,Good,High
R2362,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",862,21,0.69,44,4.3,1,1,Yes,Very High,Medium,High,866,1.36,29,33,24,III,236,Agriculture,64,0,High,9.9,50,32.3,Moderate,None
R2363,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",774,19,0.32,46,4.7,1,1,Yes,Very High,Medium,Medium,1467,0.91,22,32,16,II,1239,Mixed,67,1,Medium,7.6,7.3,33.1,Poor,Low
R2364,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",849,21,0.46,82,5.9,1,1,No,High,Medium,High,1519,1.36,34,37,30,II,915,Agriculture,33,0,Medium,12.6,26.7,103.8,Poor,Medium
R2365,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",445,15,0.75,81,3.4,1,1,Yes,Medium,High,Low,1195,1.15,31,39,26,II,203,Forest,46,0,Very High,8.7,8.2,147.4,Good,Low
R2366,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",863,16,0.42,50,0.8,1,0,Yes,Very High,Low,Low,2257,1.38,18,22,11,II,447,Agriculture,9,2,High,3.9,43.5,14.7,Moderate,None
R2367,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",376,24,0.69,34,2.2,1,0,Yes,Low,Medium,Low,647,0.96,18,21,13,II,951,Urban,5,0,Low,4.7,30.6,84.1,Moderate,Low
R2368,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",162,21,0.45,68,1.5,1,0,No,Medium,Low,High,928,1.11,34,41,30,V,733,Mixed,15,0,Low,10.3,47.5,73.3,Moderate,None
R2369,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",633,23,0.67,81,4.2,1,1,No,Very High,Low,Low,3073,0.23,24,30,17,IV,173,Agriculture,55,0,High,9.5,11.2,113.9,Moderate,Medium
R2370,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",564,22,0.71,35,0.3,1,0,Yes,High,Low,Medium,1556,0.3,21,25,17,V,1119,Forest,8,0,Medium,2.9,34.6,56.6,Moderate,Low
R2371,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",278,7,0.71,80,1.7,1,1,Yes,Low,High,High,3251,0.32,15,23,7,II,445,Agriculture,38,3,Very High,2.7,38.4,54.3,Moderate,Low
R2372,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",702,5,0.75,56,5.3,1,0,Yes,High,High,High,3329,1.08,24,28,19,IV,1224,Agriculture,23,3,High,5.7,14.8,97.4,Moderate,None
R2373,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",762,20,0.64,34,1,1,0,Yes,Low,Low,Low,3409,1.43,23,26,15,II,99,Forest,22,2,Medium,4.3,13.2,30.1,Moderate,Low
R2374,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",404,5,0.69,27,3,1,1,Yes,High,Low,Low,664,0.85,26,30,20,II,1402,Urban,58,0,Low,10,3.2,68.8,Excellent,Low
R2375,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",210,12,0.57,70,6.1,1,0,Yes,Very High,Low,High,2341,1.2,16,23,11,II,949,Forest,15,0,Low,9,52.4,123.2,Poor,Medium
R2376,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",559,5,0.63,36,2.4,1,0,Yes,Very High,Medium,Low,3097,1.14,31,41,28,II,1368,Agriculture,8,1,Medium,8.2,29.3,81.9,Moderate,Medium
R2377,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",475,12,0.27,78,3.5,1,0,Yes,Very High,High,Medium,551,0.67,19,26,13,III,370,Agriculture,9,2,Low,5.4,41.8,70.6,Good,None
R2378,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",782,4,0.54,49,1.2,1,0,Yes,High,Medium,Low,1496,0.56,22,25,15,II,1274,Agriculture,10,0,Medium,13.7,58,7.3,Good,None
R2379,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",517,13,0.52,50,0.7,1,0,Yes,Medium,High,Medium,2662,0.73,30,36,22,III,903,Agriculture,9,1,High,9.3,14.6,52.8,Good,None
R2380,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",323,13,0.84,76,6.2,1,0,Yes,High,High,Low,641,0.45,19,25,14,V,1204,Forest,13,0,Medium,14.9,41.8,26.7,Good,Medium
